    名称,所属行业,代码
丰原药业,化学制药,000153
四川长虹,黑色家电,600839
雪天盐业,化学原料,600929
永冠新材,化学制品,603681
金龙羽,电网设备,002882
国盛证券,证券,002670
海特生物,医疗服务,300683
岳阳兴长,石油加工贸易,000819
光电股份,军工装备,600184
洁雅股份,美容护理,301108
聚赛龙,塑料制品,301131
致远新能,通用设备,300985
金正大,农化制品,002470
丰林集团,种植业与林业,601996
上海沪工,通用设备,603131
丰立智能,通用设备,301368
科蓝软件,软件开发,300663
义翘神州,生物制品,301047
孚日股份,纺织制造,002083
盟科药业-U,化学制药,688373
海象新材,家居用品,003011
山东钢铁,钢铁,600022
誉辰智能,电池,688638
坤彩科技,非金属材料,603826
御银股份,零售,002177
海航科技,港口航运,600751
实益达,光学光电子,002137
华天科技,半导体,002185
三丰智能,自动化设备,300276
曼卡龙,服装家纺,300945
远方信息,通用设备,300306
肇民科技,汽车零部件,301000
凯普生物,医疗器械,300639
誉衡药业,化学制药,002437
焦作万方,工业金属,000612
华升股份,纺织制造,600156
八方股份,电机,603489
海得控制,自动化设备,002184
百利天恒,化学制药,688506
安达智能,自动化设备,688125
领益智造,消费电子,002600
实朴检测,其他社会服务,301228
索辰科技,软件开发,688507
中科三环,金属新材料,000970
新劲刚,军工电子,300629
澳弘电子,元件,605058
凯发电气,电网设备,300407
弘讯科技,自动化设备,603015
德尔未来,家居用品,002631
屹通新材,金属新材料,300930
中钨高新,小金属,000657
华锋股份,汽车零部件,002806
珠海冠宇,电池,688772
悦安新材,金属新材料,688786
金圆股份,环境治理,000546
康龙化成,医疗服务,300759
正邦科技,养殖业,002157
普冉股份,半导体,688766
金盾股份,专用设备,300411
三变科技,电网设备,002112
中无人机,军工装备,688297
百花医药,医疗服务,600721
鑫铂股份,工业金属,003038
凤凰光学,光学光电子,600071
中科金财,IT服务,002657
瑞康医药,医药商业,002589
亚泰集团,综合,600881
北化股份,化学制品,002246
新坐标,汽车零部件,603040
崇达技术,元件,002815
永清环保,环境治理,300187
贝瑞基因,医疗服务,000710
神州信息,IT服务,000555
星网宇达,军工装备,002829
维科精密,汽车零部件,301499
王子新材,包装印刷,002735
国茂股份,通用设备,603915
云天化,农化制品,600096
华纺股份,纺织制造,600448
美利信,通信设备,301307
大金重工,风电设备,002487
华工科技,自动化设备,000988
天禄科技,光学光电子,301045
海昌新材,通用设备,300885
慧智微-U,半导体,688512
迈普医学,医疗器械,301033
英诺激光,自动化设备,301021
锦鸡股份,化学制品,300798
睿智医药,医疗服务,300149
亚世光电,光学光电子,002952
先锋精科,半导体,688605
大智慧,软件开发,601519
格林精密,消费电子,300968
展鹏科技,专用设备,603488
蓝丰生化,光伏设备,002513
力合微,半导体,688589
康为世纪,医疗器械,688426
牧原股份,养殖业,002714
华恒生物,化学制品,688639
川金诺,农化制品,300505
新特电气,电网设备,301120
亿利达,通用设备,002686
北陆药业,化学制药,300016
中微半导,半导体,688380
电气风电,风电设备,688660
恒宝股份,通信设备,002104
上峰水泥,建筑材料,000672
璞源材料,服装家纺,603196
金瑞矿业,化学原料,600714
指南针,软件开发,300803
海利生物,医疗器械,603718
翔楼新材,通用设备,301160
江南新材,金属新材料,603124
恒华科技,软件开发,300365
博苑股份,化学制品,301617
沃森生物,生物制品,300142
中科飞测,半导体,688361
和泰机电,专用设备,001225
常铝股份,工业金属,002160
先达股份,农化制品,603086
浙江荣泰,汽车零部件,603119
狄耐克,计算机设备,300884
粤万年青,中药,301111
科安达,轨交设备,002972
ST云动,汽车零部件,000903
派斯林,自动化设备,600215
赛象科技,专用设备,002337
罗普斯金,建筑材料,002333
台基股份,半导体,300046
*ST生物,医疗服务,000504
福达合金,电网设备,603045
长华化学,化学制品,301518
久盛电气,电网设备,301082
火炬电子,军工电子,603678
神剑股份,塑料制品,002361
益方生物-U,化学制药,688382
中电港,其他电子,001287
康泰生物,生物制品,300601
三维天地,软件开发,301159
凯尔达,自动化设备,688255
景兴纸业,造纸,002067
永兴材料,能源金属,002756
迈信林,军工装备,688685
江西铜业,工业金属,600362
*ST天择,影视院线,603721
同星科技,通用设备,301252
科思科技,军工电子,688788
意华股份,通信设备,002897
银之杰,软件开发,300085
嘉麟杰,服装家纺,002486
福能股份,电力,600483
金天钛业,小金属,688750
天地在线,文化传媒,002995
联测科技,专用设备,688113
联发股份,纺织制造,002394
兆丰股份,汽车零部件,300695
盐湖股份,农化制品,000792
天地数码,计算机设备,300743
西测测试,其他社会服务,301306
中国东航,机场航运,600115
盛美上海,半导体,688082
致远互联,软件开发,688369
棕榈股份,建筑装饰,002431
儒竞科技,通用设备,301525
天顺风能,风电设备,002531
新澳股份,纺织制造,603889
闻泰科技,半导体,600745
赣锋锂业,能源金属,002460
博敏电子,元件,603936
力聚热能,专用设备,603391
星源材质,电池,300568
百济神州,化学制药,688235
拓普集团,汽车零部件,601689
鹏翎股份,汽车零部件,300375
瀛通通讯,消费电子,002861
信宇人,电池,688573
舒泰神,化学制药,300204
林平发展,造纸,603284
锐奇股份,通用设备,300126
创益通,其他电子,300991
瑞达期货,多元金融,002961
卓翼科技,消费电子,002369
国博电子,军工电子,688375
北方铜业,工业金属,000737
百合花,化学制品,603823
绿地控股,房地产,600606
播恩集团,农产品加工,001366
骏亚科技,元件,603386
中瑞股份,电池,301587
炬申股份,物流,001202
广哈通信,通信设备,300711
金太阳,通用设备,300606
日发精机,通用设备,002520
东方铁塔,农化制品,002545
昇辉科技,电网设备,300423
西力科技,电网设备,688616
友发集团,钢铁,601686
炬芯科技,半导体,688049
德才股份,建筑装饰,605287
佳创视讯,IT服务,300264
扬子新材,建筑材料,002652
汉仪股份,软件开发,301270
科翔股份,元件,300903
ST华鹏,家居用品,603021
格林美,电池,002340
灿瑞科技,半导体,688061
晶晨股份,半导体,688099
立中集团,汽车零部件,300428
三博脑科,医疗服务,301293
锡南科技,汽车零部件,301170
兆易创新,半导体,603986
先导智能,电池,300450
ST新动力,环境治理,300152
伟时电子,光学光电子,605218
顺网科技,通信服务,300113
江丰电子,半导体,300666
中洲特材,金属新材料,300963
普门科技,医疗器械,688389
海能实业,消费电子,300787
美好医疗,医疗器械,301363
百隆东方,纺织制造,601339
必贝特-U,化学制药,688759
魅视科技,计算机设备,001229
双林股份,汽车零部件,300100
佩蒂股份,农产品加工,300673
天府文旅,旅游及酒店,000558
易华录,IT服务,300212
赢时胜,软件开发,300377
奥精医疗,医疗器械,688613
博腾股份,医疗服务,300363
合富中国,医药商业,603122
银邦股份,工业金属,300337
中坚科技,专用设备,002779
南华期货,多元金融,603093
巴比食品,食品加工制造,605338
汇金股份,计算机设备,300368
莱美药业,化学制药,300006
金信诺,军工电子,300252
长芯博创,通信设备,300548
万顺新材,工业金属,300057
润贝航科,石油加工贸易,001316
星源卓镁,汽车零部件,301398
鑫科材料,金属新材料,600255
振芯科技,军工电子,300101
特宝生物,生物制品,688278
阳普医疗,医疗器械,300030
经纬辉开,光学光电子,300120
岩山科技,IT服务,002195
宜宾纸业,造纸,600793
威星智能,通用设备,002849
亚香股份,化学制品,301220
安孚科技,电池,603031
*ST海钦,物流,600753
红相股份,电网设备,300427
鸿路钢构,建筑装饰,002541
深圳新星,金属新材料,603978
泰恩康,化学制药,301263
合合信息,软件开发,688615
天和磁材,金属新材料,603072
中科蓝讯,半导体,688332
东芯股份,半导体,688110
天奇股份,专用设备,002009
慧翰股份,计算机设备,301600
大港股份,半导体,002077
新洋丰,农化制品,000902
联芸科技,半导体,688449
国光连锁,零售,605188
创新新材,工业金属,600361
华软科技,化学制品,002453
光云科技,IT服务,688365
运达科技,IT服务,300440
海通发展,港口航运,603162
晋亿实业,通用设备,601002
神驰机电,汽车零部件,603109
金帝股份,通用设备,603270
鹿山新材,化学制品,603051
盟升电子,军工电子,688311
高伟达,软件开发,300465
纵横股份,军工装备,688070
三瑞智能,军工装备,301696
博汇科技,IT服务,688004
海南发展,建筑装饰,002163
南京熊猫,通信设备,600775
爱科科技,专用设备,688092
万盛股份,化学制品,603010
东方海洋,医疗器械,002086
格尔软件,软件开发,603232
方大炭素,钢铁,600516
双良节能,光伏设备,600481
壹石通,电池,688733
亚联机械,专用设备,001395
锐明技术,计算机设备,002970
捷佳伟创,光伏设备,300724
朗科智能,消费电子,300543
丰山集团,农化制品,603810
新益昌,专用设备,688383
爱司凯,专用设备,300521
太龙股份,其他电子,300650
纵横通信,文化传媒,603602
亨迪药业,化学制药,301211
路德科技,农产品加工,688156
华兴源创,专用设备,688001
唯科科技,塑料制品,301196
恒勃股份,汽车零部件,301225
华东重机,工程机械,002685
古鳌科技,计算机设备,300551
新诺威,化学制药,300765
国盾量子,通信设备,688027
利和兴,专用设备,301013
奋达科技,消费电子,002681
一彬科技,汽车零部件,001278
恒锋工具,通用设备,300488
金石资源,化学制品,603505
利扬芯片,半导体,688135
当虹科技,IT服务,688039
荣科科技,IT服务,300290
北大医药,化学制药,000788
闽发铝业,工业金属,002578
法本信息,软件开发,300925
金田股份,工业金属,601609
莱伯泰科,通用设备,688056
宁波富邦,电网设备,600768
超声电子,元件,000823
万里扬,汽车零部件,002434
登康口腔,美容护理,001328
朗进科技,轨交设备,300594
东方国信,IT服务,300166
ST围海,建筑装饰,002586
启迪环境,环境治理,000826
晶盛机电,光伏设备,300316
前沿生物-U,化学制药,688221
飞荣达,消费电子,300602
力源信息,其他电子,300184
兆威机电,电机,003021
英联股份,包装印刷,002846
姚记科技,游戏,002605
西部超导,军工装备,688122
易事特,其他电源设备,300376
亚威股份,通用设备,002559
智信精密,自动化设备,301512
鸿合科技,光学光电子,002955
旺能环境,环境治理,002034
卡倍亿,汽车零部件,300863
力诺药包,医疗器械,301188
新时达,自动化设备,002527
全筑股份,建筑装饰,603030
光威复材,军工装备,300699
一品红,化学制药,300723
宇瞳光学,计算机设备,300790
泽璟制药-U,化学制药,688266
嘉亨家化,美容护理,300955
雅创电子,其他电子,301099
海泰科,汽车零部件,301022
红星发展,化学原料,600367
宝兰德,软件开发,688058
神州细胞,生物制品,688520
普路通,物流,002769
上海港湾,建筑装饰,605598
胜宏科技,元件,300476
广农糖业,农产品加工,000911
同飞股份,通用设备,300990
安车检测,通用设备,300572
光莆股份,光学光电子,300632
洽洽食品,食品加工制造,002557
精测电子,通用设备,300567
有研新材,半导体,600206
舒华体育,家居用品,605299
福光股份,光学光电子,688010
开普云,IT服务,688228
紫金矿业,贵金属,601899
新能泰山,电网设备,000720
灵康药业,化学制药,603669
新柴股份,通用设备,301032
*ST正平,建筑装饰,603843
协鑫集成,光伏设备,002506
聚辰股份,半导体,688123
元力股份,化学制品,300174
超频三,消费电子,300647
秀强股份,白色家电,300160
亨通股份,电力,600226
三超新材,通用设备,300554
江苏雷利,电机,300660
信德新材,电池,301349
四方精创,软件开发,300468
和元生物,医疗服务,688238
博汇股份,石油加工贸易,300839
福日电子,消费电子,600203
强瑞技术,专用设备,301128
唯万密封,工程机械,301161
山子高科,汽车零部件,000981
泰瑞机器,专用设备,603289
英华特,通用设备,301272
宏微科技,半导体,688711
蓝晓科技,塑料制品,300487
川润股份,通用设备,002272
陕西华达,军工电子,301517
三川智慧,通用设备,300066
诺瓦星云,计算机设备,301589
洲明科技,光学光电子,300232
翰博高新,光学光电子,301321
爱威科技,医疗器械,688067
康欣新材,包装印刷,600076
上海谊众,化学制药,688091
奥拓电子,光学光电子,002587
科创信息,软件开发,300730
汉威科技,通用设备,300007
金陵药业,化学制药,000919
康隆达,服装家纺,603665
新莱应材,包装印刷,300260
华峰铝业,工业金属,601702
横店东磁,光伏设备,002056
*ST宝鹰,建筑装饰,002047
通化金马,化学制药,000766
泛亚微透,塑料制品,688386
合肥城建,房地产,002208
万得凯,通用设备,301309
ST银江,IT服务,300020
二六三,通信服务,002467
杭州高新,塑料制品,300478
*ST双成,生物制品,002693
爱仕达,小家电,002403
金道科技,工程机械,301279
北方国际,建筑装饰,000065
海目星,自动化设备,688559
ST中装,房地产,002822
嘉应制药,中药,002198
中泰股份,专用设备,300435
欧派家居,家居用品,603833
燕麦科技,自动化设备,688312
高能环境,环境治理,603588
矩子科技,自动化设备,300802
裕兴股份,塑料制品,300305
新里程,医疗服务,002219
石英股份,非金属材料,603688
中捷精工,汽车零部件,301072
梦天家居,家居用品,603216
中国瑞林,建筑装饰,603257
晶合集成,半导体,688249
美迪西,医疗服务,688202
蓝箭电子,半导体,301348
合兴包装,包装印刷,002228
建元信托,多元金融,600816
太极实业,建筑装饰,600667
键凯科技,化学制药,688356
金浦钛业,化学原料,000545
三维通信,通信服务,002115
新中港,电力,605162
平潭发展,种植业与林业,000592
海亮股份,工业金属,002203
三利谱,光学光电子,002876
万朗磁塑,白色家电,603150
勤上股份,光学光电子,002638
硕贝德,消费电子,300322
聚灿光电,光学光电子,300708
聚和材料,光伏设备,688503
初灵信息,IT服务,300250
森鹰窗业,家居用品,301227
光智科技,光学光电子,300489
盈趣科技,消费电子,002925
科新发展,建筑装饰,600234
*ST金刚,光伏设备,300093
江瀚新材,化学制品,603281
南方精工,汽车零部件,002553
建霖家居,家居用品,603408
值得买,文化传媒,300785
金新农,农产品加工,002548
标榜股份,汽车零部件,301181
银禧科技,塑料制品,300221
灿勤科技,通信设备,688182
华峰超纤,塑料制品,300180
通富微电,半导体,002156
科森科技,消费电子,603626
恒工精密,通用设备,301261
宝钛股份,小金属,600456
耐科装备,专用设备,688419
英维克,专用设备,002837
国联股份,互联网电商,603613
邵阳液压,工程机械,301079
众辰科技,自动化设备,603275
海南海药,化学制药,000566
渤海租赁,多元金融,000415
纳睿雷达,军工电子,688522
九鼎新材,建筑材料,002201
普元信息,软件开发,688118
博科测试,专用设备,301598
春雪食品,食品加工制造,605567
航天智造,汽车零部件,300446
金杨精密,电池,301210
翔宇医疗,医疗器械,688626
康盛股份,白色家电,002418
福事特,工程机械,301446
科威尔,其他电源设备,688551
中科环保,环境治理,301175
斯迪克,塑料制品,300806
秋田微,光学光电子,300939
众智科技,电网设备,301361
立昂微,半导体,605358
聚光科技,通用设备,300203
旭升集团,汽车零部件,603305
鸿利智汇,光学光电子,300219
*ST新潮,油气开采及服务,600777
奥比中光-W,光学光电子,688322
钧达股份,光伏设备,002865
鑫宏业,汽车零部件,301310
慧辰股份,IT服务,688500
铭利达,通用设备,301268
新瀚新材,化学制品,301076
普利特,塑料制品,002324
苑东生物,化学制药,688513
德新科技,电池,603032
三友联众,电网设备,300932
华体科技,光学光电子,603679
成都华微,半导体,688709
气派科技,半导体,688216
首药控股-U,化学制药,688197
天溯计量,其他社会服务,301449
万讯自控,通用设备,300112
盈康生命,医疗服务,300143
江南高纤,化学纤维,600527
优博讯,计算机设备,300531
永和智控,通用设备,002795
罗平锌电,工业金属,002114
方大特钢,钢铁,600507
东方盛虹,石油加工贸易,000301
宁波色母,塑料制品,301019
怡 亚 通,贸易,002183
万丰股份,化学制品,603172
森远股份,专用设备,300210
亚康股份,IT服务,301085
康辰药业,生物制品,603590
强达电路,元件,301628
海思科,化学制药,002653
浩通科技,小金属,301026
常山药业,化学制药,300255
赛恩斯,环境治理,688480
星帅尔,白色家电,002860
隆基机械,汽车零部件,002363
四川金顶,建筑材料,600678
西安旅游,旅游及酒店,000610
*ST星农,专用设备,603789
铜陵有色,工业金属,000630
必创科技,通用设备,300667
四川黄金,贵金属,001337
铁流股份,汽车零部件,603926
易思维,自动化设备,688816
通化东宝,生物制品,600867
浩瀚深度,通信设备,688292
景津装备,通用设备,603279
香农芯创,其他电子,300475
山东玻纤,建筑材料,605006
兆龙互连,通信设备,300913
彩虹集团,小家电,003023
昊志机电,通用设备,300503
盛新锂能,能源金属,002240
富特科技,汽车零部件,301607
金百泽,元件,301041
瑞华泰,塑料制品,688323
美利云,通信服务,000815
康弘药业,生物制品,002773
洁美科技,其他电子,002859
美埃科技,环保设备,688376
ST英飞拓,计算机设备,002528
佳缘科技,计算机设备,301117
巨一科技,专用设备,688162
*ST四通,家居用品,603838
众源新材,工业金属,603527
长盈精密,消费电子,300115
凌云股份,汽车零部件,600480
南风股份,专用设备,300004
锐捷网络,通信设备,301165
波长光电,光学光电子,301421
航天宏图,军工装备,688066
时空科技,建筑装饰,605178
航天发展,军工电子,000547
隆盛科技,汽车零部件,300680
毕得医药,医疗服务,688073
广东明珠,钢铁,600382
武汉天源,环境治理,301127
中科江南,软件开发,301153
中望软件,软件开发,688083
昂瑞微-UW,半导体,688790
中研股份,塑料制品,688716
奥来德,电子化学品,688378
洛阳钼业,工业金属,603993
泰凌微,半导体,688591
明阳智能,风电设备,601615
大族数控,自动化设备,301200
大地熊,金属新材料,688077
迈为股份,光伏设备,300751
天邑股份,通信设备,300504
华塑科技,其他电源设备,301157
惠柏新材,塑料制品,301555
鹏欣资源,工业金属,600490
电连技术,消费电子,300679
快克智能,自动化设备,603203
安宁股份,小金属,002978
和邦生物,农化制品,603077
摩尔线程-U,半导体,688795
北京君正,半导体,300223
永创智能,专用设备,603901
上海瀚讯,军工电子,300762
博实结,汽车零部件,301608
横店影视,影视院线,603103
凤形股份,通用设备,002760
华英农业,养殖业,002321
九号公司-WD,汽车服务及其他,689009
东方电热,白色家电,300217
济民健康,医疗器械,603222
*ST明德,医疗器械,002932
ST通脉,通信服务,603559
明冠新材,光伏设备,688560
泽润新能,光伏设备,301636
亿晶光电,光伏设备,600537
佰奥智能,专用设备,300836
西藏旅游,旅游及酒店,600749
新泉股份,汽车零部件,603179
容知日新,通用设备,688768
中京电子,元件,002579
英唐智控,其他电子,300131
天润乳业,饮料制造,600419
大富科技,通信设备,300134
可孚医疗,医疗器械,301087
彩虹股份,光学光电子,600707
航天电器,军工电子,002025
健盛集团,服装家纺,603558
京仪装备,半导体,688652
航天长峰,军工电子,600855
力星股份,通用设备,300421
百普赛斯,生物制品,301080
罗普特,计算机设备,688619
圣晖集成,建筑装饰,603163
飞沃科技,风电设备,301232
GQY视讯,光学光电子,300076
芯瑞达,光学光电子,002983
信安世纪,软件开发,688201
统联精密,消费电子,688210
胜利精密,消费电子,002426
瑞纳智能,通用设备,301129
*ST立航,军工装备,603261
力盛体育,其他社会服务,002858
拓荆科技,半导体,688072
长信科技,光学光电子,300088
天亿马,IT服务,301178
山水比德,建筑装饰,300844
易天股份,消费电子,300812
山东黄金,贵金属,600547
倍杰特,环境治理,300774
宝明科技,光学光电子,002992
致尚科技,通信设备,301486
依顿电子,元件,603328
中超控股,电网设备,002471
华统股份,食品加工制造,002840
华海清科,半导体,688120
胜科纳米,其他社会服务,688757
奥普特,自动化设备,688686
奥瑞德,IT服务,600666
金沃股份,通用设备,300984
融捷股份,能源金属,002192
合众思壮,军工电子,002383
品茗科技,软件开发,688109
永悦科技,塑料制品,603879
能辉科技,建筑装饰,301046
浙江华远,汽车零部件,301535
东微半导,半导体,688261
沃顿科技,塑料制品,000920
阿石创,半导体,300706
常润股份,通用设备,603201
科创新源,橡胶制品,300731
远东股份,电网设备,600869
同有科技,计算机设备,300302
世华科技,其他电子,688093
丰茂股份,汽车零部件,301459
超颖电子,元件,603175
华锐精密,通用设备,688059
*ST赛为,IT服务,300044
恒辉安防,服装家纺,300952
鸿泉技术,计算机设备,688288
星网锐捷,通信设备,002396
华友钴业,能源金属,603799
中色股份,工业金属,000758
震裕科技,电池,300953
中利集团,电网设备,002309
领湃科技,电池,300530
共进股份,通信设备,603118
君实生物-U,生物制品,688180
三湘印象,房地产,000863
中矿资源,小金属,002738
天齐锂业,能源金属,002466
誉帆科技,其他社会服务,001396
新大洲A,煤炭开采加工,000571
正业科技,电池,300410
华丰科技,军工电子,688629
铂力特,通用设备,688333
新亚制程,其他电子,002388
华钰矿业,工业金属,601020
逸豪新材,元件,301176
贤丰控股,元件,002141
安培龙,通用设备,301413
同兴科技,环境治理,003027
祥鑫科技,汽车零部件,002965
安泰科技,金属新材料,000969
盛路通信,军工电子,002446
思泰克,自动化设备,301568
双星新材,塑料制品,002585
ST京机,光伏设备,000821
科力装备,汽车零部件,301552
温氏股份,养殖业,300498
天宜新材,光伏设备,688033
熙菱信息,计算机设备,300588
新锐股份,通用设备,688257
三柏硕,家居用品,001300
甬矽电子,半导体,688362
康希诺,生物制品,688185
派瑞股份,半导体,300831
天普股份,汽车零部件,605255
信质集团,汽车零部件,002664
*ST节能,环保设备,000820
金力永磁,金属新材料,300748
恒而达,通用设备,300946
上纬新材,塑料制品,688585
江钨装备,专用设备,600397
近岸蛋白,生物制品,688137
建发合诚,建筑装饰,603909
益诺思,医疗服务,688710
中赋科技,环境治理,300692
久吾高科,环保设备,300631
腾远钴业,能源金属,301219
利亚德,光学光电子,300296
信邦智能,自动化设备,301112
海峡创新,IT服务,300300
伟创电气,自动化设备,688698
赛诺医疗,医疗器械,688108
*ST特迅,其他电源设备,002227
时代万恒,电池,600241
金凯生科,医疗服务,301509
阳谷华泰,橡胶制品,300121
盈方微,其他电子,000670
易成新能,光伏设备,300080
煜邦电力,电网设备,688597
中信特钢,钢铁,000708
北鼎股份,小家电,300824
腾龙股份,汽车零部件,603158
五洲新春,通用设备,603667
越剑智能,专用设备,603095
西藏矿业,钢铁,000762
科大国创,软件开发,300520
恒润股份,风电设备,603985
天承科技,电子化学品,688603
ST起步,服装家纺,603557
耐普矿机,专用设备,300818
清越科技,光学光电子,688496
银河磁体,金属新材料,300127
中孚实业,工业金属,600595
步科股份,自动化设备,688160
皇氏集团,饮料制造,002329
中天精装,建筑装饰,002989
科兴制药,生物制品,688136
拓尔思,软件开发,300229
东南网架,建筑装饰,002135
云意电气,汽车零部件,300304
高澜股份,专用设备,300499
光韵达,自动化设备,300227
全信股份,军工电子,300447
瑞可达,其他电子,688800
盛弘股份,其他电源设备,300693
亚太药业,化学制药,002370
中来股份,光伏设备,300393
益佰制药,中药,600594
大连圣亚,旅游及酒店,600593
华胜天成,IT服务,600410
日久光电,光学光电子,003015
华民股份,光伏设备,300345
明志科技,通用设备,688355
联得装备,光学光电子,300545
贵研铂业,小金属,600459
再升科技,建筑材料,603601
新广益,塑料制品,301687
英特科技,通用设备,301399
大唐电信,半导体,600198
菲菱科思,通信设备,301191
粤桂股份,非金属材料,000833
*ST步森,服装家纺,002569
欧陆通,其他电源设备,300870
ST明诚,房地产,600136
金龙机电,消费电子,300032
龙元建设,建筑装饰,600491
法拉电子,元件,600563
翔港科技,包装印刷,603499
拓日新能,电力,002218
皮阿诺,家居用品,002853
利元亨,电池,688499
华依科技,专用设备,688071
达利凯普,元件,301566
双环科技,化学原料,000707
驰宏锌锗,工业金属,600497
侨银股份,环境治理,002973
利安科技,消费电子,300784
兴图新科,军工电子,688081
凯盛科技,光学光电子,600552
美信科技,通信设备,301577
飞龙股份,汽车零部件,002536
东方智造,通用设备,002175
同花顺,软件开发,300033
深圳华强,其他电子,000062
行云科技,互联网电商,300209
富维股份,汽车零部件,600742
梦洁股份,服装家纺,002397
中国高科,教育,600730
仕净科技,环保设备,301030
天际股份,电池,002759
精智达,专用设备,688627
理工光科,通用设备,300557
西部黄金,贵金属,601069
有研复材,金属新材料,688811
恒帅股份,汽车零部件,300969
嘉美包装,包装印刷,002969
热景生物,医疗器械,688068
胜蓝股份,消费电子,300843
长江通信,通信设备,600345
万润科技,光学光电子,002654
模塑科技,汽车零部件,000700
泰林生物,专用设备,300813
广联航空,军工装备,300900
南极光,光学光电子,300940
浙江仙通,汽车零部件,603239
华虹公司,半导体,688347
世纪鼎利,通信服务,300050
奥普光电,军工电子,002338
苏豪时尚,贸易,600287
包钢股份,钢铁,600010
正海磁材,金属新材料,300224
沐曦股份-U,半导体,688802
好莱客,家居用品,603898
三生国健,生物制品,688336
华通线缆,电网设备,605196
美力科技,汽车零部件,300611
贝隆精密,消费电子,301567
皓元医药,医疗服务,688131
严牌股份,环保设备,301081
雷曼光电,光学光电子,300162
雪龙集团,汽车零部件,603949
晶品特装,军工电子,688084
龙磁科技,金属新材料,300835
中科磁业,金属新材料,301141
贝斯特,汽车零部件,300580
铁科轨道,轨交设备,688569
百胜智能,通用设备,301083
宝武镁业,小金属,002182
剑桥科技,通信设备,603083
霍莱沃,军工电子,688682
中旗新材,建筑材料,001212
仕佳光子,通信设备,688313
ST金鸿,燃气,000669
明阳电路,元件,300739
喜临门,家居用品,603008
欧林生物,生物制品,688319
中石科技,电子化学品,300684
精进电动-UW,汽车零部件,688280
清溢光电,半导体,688138
美迪凯,光学光电子,688079
杰克科技,专用设备,603337
德赛电池,电池,000049
五方光电,光学光电子,002962
科博达,汽车零部件,603786
安洁科技,消费电子,002635
光大同创,消费电子,301387
湖南黄金,贵金属,002155
天准科技,自动化设备,688003
太力科技,家居用品,301595
大为股份,半导体,002213
思泉新材,电子化学品,301489
ST华西,其他电源设备,002630
银河电子,军工电子,002519
艾森股份,半导体,688720
中金岭南,工业金属,000060
远程股份,电网设备,002692
源杰科技,半导体,688498
雪人集团,通用设备,002639
万德斯,环境治理,688178
天微电子,军工电子,688511
华灿光电,光学光电子,300323
莱特光电,电子化学品,688150
赤峰黄金,贵金属,600988
高测股份,光伏设备,688556
和胜股份,工业金属,002824
诺诚健华,生物制品,688428
川环科技,汽车零部件,300547
朗科科技,计算机设备,300042
壹连科技,汽车零部件,301631
正强股份,汽车零部件,301119
莱宝高科,光学光电子,002106
盛屯矿业,工业金属,600711
咸亨国际,通用设备,605056
晶雪节能,建筑材料,301010
焦点科技,互联网电商,002315
ST雪浪,环保设备,300385
新朋股份,汽车零部件,002328
广誉远,中药,600771
永杰新材,工业金属,603271
厚普股份,专用设备,300471
奥尼电子,消费电子,301189
华兰股份,医疗器械,301093
力鼎光电,计算机设备,605118
金冠电气,电网设备,688517
久量股份,光学光电子,300808
华海诚科,半导体,688535
微导纳米,半导体,688147
威腾电气,电网设备,688226
*ST海华,通用设备,600243
斯菱智驱,汽车零部件,301550
ST信通,通信服务,600289
*ST太和,环境治理,605081
*ST华嵘,通用设备,600421
骏鼎达,塑料制品,301538
豫光金铅,工业金属,600531
*ST恒久,光学光电子,002808
艾比森,光学光电子,300389
燕东微,半导体,688172
*ST赛隆,化学制药,002898
荣昌生物,生物制品,688331
*ST国华,软件开发,000004
东富龙,医疗器械,300171
璞泰来,电池,603659
恒天海龙,化学纤维,000677
*ST东易,建筑装饰,002713
*ST帅电,厨卫电器,605336
铂科新材,金属新材料,300811
*ST建艺,建筑装饰,002789
肯特催化,化学制品,603120
深康佳Ａ,白色家电,000016
*ST国化,教育,600636
吉峰科技,零售,300022
浙江华业,通用设备,301616
中金黄金,贵金属,600489
满坤科技,元件,301132
天玑科技,IT服务,300245
*ST数源,房地产,000909
中润光学,光学光电子,688307
美联新材,塑料制品,300586
凯龙高科,汽车零部件,300912
苏州规划,建筑装饰,301505
华宏科技,环境治理,002645
ST萃华,服装家纺,002731
科新机电,专用设备,300092
ST柯利达,建筑装饰,603828
瑞丰光电,光学光电子,300241
祥源新材,塑料制品,300980
美克家居,家居用品,600337
宏柏新材,化学制品,605366
*ST创兴,建筑装饰,600193
天赐材料,电池,002709
康强电子,半导体,002119
佛塑科技,塑料制品,000973
矽电股份,半导体,301629
龙图光罩,半导体,688721
欧普照明,光学光电子,603515
毓恬冠佳,汽车零部件,301173
迅捷兴,元件,688655
卓易信息,IT服务,688258
来伊份,食品加工制造,603777
航天动力,通用设备,600343
麦捷科技,元件,300319
钧崴电子,元件,301458
华菱线缆,电网设备,001208
红 宝 丽,化学制品,002165
泽宇智能,电网设备,301179
赛福天,通用设备,603028
宏昌科技,白色家电,301008
精研科技,消费电子,300709
派能科技,电池,688063
盛龙股份,小金属,001257
山金国际,贵金属,000975
伟测科技,半导体,688372
欢乐家,饮料制造,300997
中安科,其他社会服务,600654
万马股份,电网设备,002276
超达装备,汽车零部件,301186
卡莱特,计算机设备,301391
顶固集创,家居用品,300749
云鼎科技,IT服务,000409
天舟文化,文化传媒,300148
